sentence_id,text,term,category,polarity
1079:2,Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.,['Kızartma'],['FOOD#STYLE_OPTIONS'],['positive']
1079:3,Sadece soya soslu somon başarılıydı.,"['soya soslu somon', 'başarılıydı']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'negative']"
1080:0,"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.","['cafe', 'bahçesi', 'açik büfe kahvaltisi']","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#STYLE_OPTIONS']","['positive', 'positive', 'positive']"
1081:0,"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...","['içli köfte', 'tereyagi']","['FOOD#QUALITY', 'FOOD#QUALITY']","['negative', 'negative']"
1081:1,Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,['Garsonu'],['SERVICE#GENERAL'],['negative']
1081:2,Özür bile dilemediler.,['NULL'],['SERVICE#GENERAL'],['negative']
1082:0,Machiato dediğim halde yerine espresso servis eden işletme.,['servis eden'],['SERVICE#GENERAL'],['negative']
1082:1,"Boş bardak, fincan, tabak masada bekliyor, toplayan yok.",['toplayan'],['SERVICE#GENERAL'],['negative']
1082:2,"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.",['NULL'],['FOOD#STYLE_OPTIONS'],['negative']
1082:3,"Kirli, iyi yıkanmamış bardakla çay servisi.",['çay servisi'],['SERVICE#GENERAL'],['negative']
1082:4,Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1082:5,Manzara satıyor burada da.,"['satıyor', 'Manzara']","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","['negative', 'positive']"
1082:6,Yoksa Mado'ların kötü bir örneği.,['örneği'],['RESTAURANT#GENERAL'],['negative']
1082:7,"Haklarını yemeyelim, iki günlük gazete bulup okuyabildik.",['örneği'],['RESTAURANT#GENERAL'],['negative']
1083:0,Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,"['ev yemekleri', 'Ev yemekleri']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['positive', 'positive']"
1083:1,Mekan çok küçük hemen doluyor.,['Mekan'],['AMBIENCE#GENERAL'],['negative']
1083:2,Öglenleri yer bulamadigimiz çok oluyor.,['yer bulamadigimiz'],['SERVICE#GENERAL'],['negative']
1083:3,Genelde ürünler lezzetli ve fiyat da uygun .,"['ürünler', 'fiyat']","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']"
1083:4,Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,"['NULL', 'NULL']","['SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['negative', 'positive']"
1084:0,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.","['manzara', 'yemekler', 'kokteyliler', 'mekan']","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive']"
1085:0,Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim.,"['manzara', 'yemekler', 'kokteyliler', 'mekan']","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive']"
1085:1,Malzemeler güzel ama hamuru çok sevemedim.,"['Malzemeler', 'hamuru']","['FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS']","['positive', 'negative']"
1085:2,Sanki hazır gibi geldi.,"['Malzemeler', 'hamuru']","['FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS']","['positive', 'negative']"
1085:3,Genel olarak mekan şirin.,['mekan'],['AMBIENCE#GENERAL'],['positive']
1085:4,Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı.,['mekan'],['AMBIENCE#GENERAL'],['positive']
1085:5,Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi.,['mekan'],['AMBIENCE#GENERAL'],['positive']
1085:6,Alkol olsa daha tutulabilirler.,['Alkol'],['DRINKS#STYLE_OPTIONS'],['negative']
1085:7,Çünkü bulundukları lokasyonda rakip çok.,['Alkol'],['DRINKS#STYLE_OPTIONS'],['negative']
1086:0,Hayatımın en pahalı yemeğini yediğim restoran.,['yemeğini'],['FOOD#PRICES'],['negative']
1086:1,Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,"['manzaranın', 'Yemekler']","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['negative', 'positive']"
1086:2,Yemek porsiyonları çok küçük.,['Yemek porsiyonları'],['FOOD#STYLE_OPTIONS'],['negative']
1086:3,Vale hizmeti var.,['Vale hizmeti'],['SERVICE#GENERAL'],['neutral']
1086:4,Hayatınızda bir defa gidilebilecek bir yer.,['Vale hizmeti'],['SERVICE#GENERAL'],['neutral']
1087:0,Rock'n Roll burger yedim.,['Rock'n Roll burger'],['FOOD#QUALITY'],['neutral']
1087:1,Burger ekmegi yumusamis dagiliyordu.,['Burger ekmegi'],['FOOD#QUALITY'],['negative']
1087:2,Icinde ki sos da pek bi istah acici degildi.,['sos'],['FOOD#QUALITY'],['negative']
1087:3,Ortami guzel gidilecekse onun icin gidelebilir.,['Ortami'],['AMBIENCE#GENERAL'],['positive']
1088:0,"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.",['Mekan'],['AMBIENCE#GENERAL'],['neutral']
1088:1,Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.,['kahvalti merkezi'],['RESTAURANT#GENERAL'],['neutral']
1088:2,Yemeklerini ve caylarini begendigim.,"['Yemeklerini', 'caylarini']","['FOOD#QUALITY', 'DRINKS#QUALITY']","['positive', 'positive']"
1088:3,Fiyat olarak gayet mantikli bir isletme.,['Fiyat'],['RESTAURANT#PRICES'],['positive']
1088:4,Tavsiyemdir,['NULL'],['RESTAURANT#GENERAL'],['positive']
1089:0,Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.,['biraları'],['DRINKS#STYLE_OPTIONS'],['negative']
1089:1,Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,"['garsonlar', 'servis', 'mekan']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']"
1089:2,Yemekler de farklı tadlar var.,['Yemekler'],['FOOD#STYLE_OPTIONS'],['positive']
1089:3,Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.,['mekan'],['AMBIENCE#GENERAL'],['positive']
1090:0,Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,"['menüsünü', 'menüsünü']","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']"
1090:1,Citys'in alt katındayken tanıdık sevdik.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1090:2,"Magnolia'sı ayrı, limonatası ayrı güzel.","['Magnolia'sı', 'limonatası']","['FOOD#QUALITY', 'DRINKS#QUALITY']","['positive', 'positive']"
1090:3,Bir peynirli tostu bile çok özenle sunuyorlar.,['sunuyorlar'],['SERVICE#GENERAL'],['positive']
1091:0,Somon ızgarasına 4 puan.,['Somon ızgarasına'],['FOOD#QUALITY'],['neutral']
1091:1,Hem sağlıklı hem de doyurucu.,['NULL'],['FOOD#QUALITY'],['positive']
1091:2,Güzel bir öğle yemeği molası.,['öğle yemeği'],['FOOD#QUALITY'],['positive']
1091:3,Bahçesi de güzel.,['Bahçesi'],['AMBIENCE#GENERAL'],['positive']
1091:4,Salıncağı bile var.,['Salıncağı'],['AMBIENCE#GENERAL'],['positive']
1091:5,Yemek üzerine de soğuk kahve iyi gidiyor.,['soğuk kahve'],['DRINKS#QUALITY'],['positive']
1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.","['manzarası', 'servisi', 'yerlerinden', 'müzikleri', 'dekorasyonu']","['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']"
1092:1,Kahvaltı seçenekleri çok iyi.,['Kahvaltı seçenekleri'],['FOOD#STYLE_OPTIONS'],['positive']
1092:2,Yemekleri de fena değil.,['Yemekleri'],['FOOD#QUALITY'],['neutral']
1092:3,Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.,['fiyatlar'],['RESTAURANT#PRICES'],['positive']
1092:4,"Gece, gündüz, her zaman için öneririm.",['NULL'],['RESTAURANT#GENERAL'],['positive']
1092:5,Özellikle yaz aylarında.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1093:0,Besiktaki en hakiki pideci diyebilirim.,['pideci'],['FOOD#QUALITY'],['positive']
1093:1,ben bu yuzden tatli yemegi tercih etmedim.,['NULL'],['FOOD#QUALITY'],['negative']
1093:10,besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,"['NULL', 'pide']","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['negative', 'positive']"
1093:11,tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,"['gelince', 'tatli']","['SERVICE#GENERAL', 'FOOD#STYLE_OPTIONS']","['negative', 'positive']"
1093:2,fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,"['fiyatlari', 'porsiyonlari']","['FOOD#PRICES', 'FOOD#STYLE_OPTIONS']","['neutral', 'neutral']"
1093:3,puanimdan sirf yavas yuzunden kisiyorum!,"['NULL', 'kisiyorum']","['SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['negative', 'positive']"
1093:4,otobus duraginin hemen karsisinda yeri cok kolay.,['yeri'],['LOCATION#GENERAL'],['positive']
1093:5,kucuk ama hep dolu olan bir pideci.,['yeri'],['LOCATION#GENERAL'],['positive']
1093:6,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,"['malzemesi', 'porsiyonu', 'hamuru', 'servis']","['FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'negative']"
1093:7,servis oldukca yavas.,['servis'],['SERVICE#GENERAL'],['negative']
1093:8,yavas demek bile az kalir.,['NULL'],['SERVICE#GENERAL'],['negative']
1093:9,az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,['NULL'],['SERVICE#GENERAL'],['negative']
1094:0,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,"['servis', 'otopark', 'fiatlar', 'kalite']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL']","['neutral', 'negative', 'neutral', 'neutral']"
1095:0,"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.",['Manzarasi'],['AMBIENCE#GENERAL'],['positive']
1095:1,fiyatlar standart seviyede.,['fiyatlar'],['RESTAURANT#PRICES'],['neutral']
1095:2,otopark sorunu yok.,['otopark'],['LOCATION#GENERAL'],['positive']
1095:3,sessiz sakin ve huzurlu bir mekan.,['mekan'],['AMBIENCE#GENERAL'],['positive']
1096:0,Kuru fasulyesi lezzetli.,['Kuru fasulyesi'],['FOOD#QUALITY'],['positive']
1096:1,Sutlaci tavsiye edilir.,['Sutlaci'],['FOOD#QUALITY'],['positive']
1096:2,Köftesi de kaliteli.,['Köftesi'],['FOOD#QUALITY'],['positive']
1096:3,Sade güzel bir yer.,['yer'],['AMBIENCE#GENERAL'],['positive']
1096:4,Çalışanlar ilgili kibar.,['Çalışanlar'],['SERVICE#GENERAL'],['positive']
1096:5,Ortaköye yolu düşen ugramali.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1097:0,Park sorunu ciddi.,['Park'],['LOCATION#GENERAL'],['negative']
1097:1,Valesi var gerçi.,['Valesi'],['SERVICE#GENERAL'],['neutral']
1097:2,Pazar sabahları brunch dışında seçeneğiniz yok.,['seçeneğiniz'],['FOOD#STYLE_OPTIONS'],['negative']
1097:3,Brunch çeşitleri ehh.,['Brunch'],['FOOD#STYLE_OPTIONS'],['neutral']
1097:4,Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,['ücret'],['FOOD#PRICES'],['negative']
1097:5,Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,['Mekanın lokasyonu'],['LOCATION#GENERAL'],['positive']
1097:6,"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.","['ücret', 'brunch']","['FOOD#PRICES', 'FOOD#PRICES']","['negative', 'negative']"
1098:0,"Hisarüstü'ndeki diğer mekanlara nazaran büyük olmasıyla fark yaratıyor ama eğer kalabalık bir grup değilseniz, Hisarüstü'ndeki diğer yerleri tercih edebilirsiniz.","['ücret', 'brunch']","['FOOD#PRICES', 'FOOD#PRICES']","['negative', 'negative']"
1098:1,En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.,['siparişlerde'],['SERVICE#GENERAL'],['negative']
1099:0,"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.","['doner kesimi', 'lezzet']","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']"
1099:1,Yagsiz ve cok lezzetli.,['NULL'],['FOOD#QUALITY'],['positive']
1099:2,Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.,['tandir lavasi'],['FOOD#QUALITY'],['positive']
1099:3,Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.,['siparisiniz'],['SERVICE#GENERAL'],['positive']
1099:4,Ortaya ise salata ve patates kizartmasi getiriyolar.,['salata ve patates kizartmasi'],['FOOD#STYLE_OPTIONS'],['neutral']
1099:5,Acik ara en iyi donerci.,['donerci'],['RESTAURANT#GENERAL'],['positive']
1100:0,Big chefs her daim şişirilmiş bir kafedir.,['kafedir'],['RESTAURANT#GENERAL'],['negative']
1100:1,Çünkü size oluru olmayan fiyatlar sunar.,['fiyatlar'],['RESTAURANT#PRICES'],['negative']
1100:2,Bunun yanı sıra şube açtığı semtler ortadadır.,['fiyatlar'],['RESTAURANT#PRICES'],['negative']
1100:3,İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,['NULL'],['RESTAURANT#PRICES'],['negative']
1100:4,"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .","['kavanoz tatlıya', 'ayvalık tostuna', 'mekana']","['FOOD#PRICES', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['negative', 'negative', 'negative']"
1100:5,Çünkü bu israftan başka bir şey değil benim nazarımda .,['NULL'],['RESTAURANT#GENERAL'],['negative']
1100:6,Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !,['Fiyat skalasını'],['RESTAURANT#PRICES'],['negative']
1101:0,"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!","['tiramisu', 'Tatlilari']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1101:1,"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",['Unsuz çikolatali pastasi'],['FOOD#QUALITY'],['negative']
1102:0,Yemeklerin tadi tuzu yok.,['Yemeklerin'],['FOOD#QUALITY'],['negative']
1102:1,Ortam gürültüden ibaret.,['Ortam'],['AMBIENCE#GENERAL'],['negative']
1102:2,Garsonlar TV izlemekten size bakmiyor.,['Garsonlar'],['SERVICE#GENERAL'],['negative']
1102:3,Geçin allahaskina baska bir sürü yer var yenebilecek,['NULL'],['RESTAURANT#GENERAL'],['negative']
1103:0,Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,"['Konum', 'ögle yemekleri']","['LOCATION#GENERAL', 'FOOD#QUALITY']","['negative', 'positive']"
1103:1,"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.","['Yemeklerin lezzetine', 'Topkapi kebabi']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1104:0,Koftenin hicbir ozelligi yok.,['Koftenin'],['FOOD#QUALITY'],['negative']
1104:1,Hizmet yok guleryuz yok.,"['guleryuz', 'Hizmet']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['negative', 'negative']"
1104:2,Manzaranin ekmegini yiyorlar.,"['NULL', 'Manzaranin']","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","['negative', 'positive']"
1104:3,Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.,['Masalar'],['AMBIENCE#GENERAL'],['negative']
1104:4,Inanin fark yok.,['Masalar'],['AMBIENCE#GENERAL'],['negative']
1105:0,Siradan - Siradan kebaplari olan mekan...,['kebaplari'],['FOOD#QUALITY'],['negative']
1105:1,Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.,"['tatlilari', 'Kebap']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'neutral']"
1105:2,Megerse meshur Çavusoglu tatlinin sahiplerimis isletmecileri.,"['tatlilari', 'Kebap']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'neutral']"
1106:0,Hizmetten cok memnun kaldik.,['Hizmetten'],['SERVICE#GENERAL'],['positive']
1106:1,Herkes cok ilgili ve guler yuzluydu.,['Herkes'],['SERVICE#GENERAL'],['positive']
1106:2,Yogunluktan dolayi yer bulma konusunda biraz sikinti yasamis olsak da sansimiza en guzel yeri kaptik balkonda :,['Herkes'],['SERVICE#GENERAL'],['positive']
1106:3,D Somon izgara ve etli quesadilla sipariz ettik.,"['D Somon izgara', 'etli quesadilla']","['FOOD#QUALITY', 'FOOD#QUALITY']","['neutral', 'neutral']"
1106:4,"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi.","['kuskonmazli ispanakli sote', 'yemek']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1106:5,Etli quesadillanin ise ozellikle eti cok guzeldi.,['Etli quesadillanin'],['FOOD#QUALITY'],['positive']
1106:6,Mutlaka bir daha gelicez :,['NULL'],['RESTAURANT#GENERAL'],['positive']
1107:0,Sevdiğim bir mekan.,['mekan'],['RESTAURANT#GENERAL'],['positive']
1107:1,"Müzikler, bahçesi, menüsü güzel.","['menüsü', 'bahçesi', 'Müzikler']","['FOOD#STYLE_OPTIONS', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']"
1107:2,Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,"['yer', 'ortamı']","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive']"
1107:3,Çalışanları da güler yüzlü.,['Çalışanları'],['SERVICE#GENERAL'],['positive']
1107:4,Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.,['konumu'],['LOCATION#GENERAL'],['negative']
1108:0,Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda :,['manzarası'],['AMBIENCE#GENERAL'],['positive']
1108:1,) yemekler güzel fiyatlar da mekana göre gayet uygun.,"['fiyatlar', 'yemekler']","['RESTAURANT#PRICES', 'FOOD#QUALITY']","['positive', 'positive']"
1108:2,Tavukgöğsü başarılı :,['Tavukgöğsü'],['FOOD#QUALITY'],['positive']
1109:0,Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,"['biyer', 'calisanlarin tavirlari']","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['negative', 'negative']"
1110:0,Küçük Ev Express ile mekanist etkinligi ile tanistik.,"['biyer', 'calisanlarin tavirlari']","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['negative', 'negative']"
1110:1,Çömlekte ev yapimi yogurtlarini mutlaka deneyin.,['Çömlekte ev yapimi yogurtlarini'],['FOOD#QUALITY'],['positive']
1110:10,Böyle devam!,['NULL'],['RESTAURANT#GENERAL'],['positive']
1110:11,) Her seyden ufak ufak tattik.,['Her seyden'],['FOOD#QUALITY'],['neutral']
1110:12,Yemeklerde favorilerim döner ve kavurmali pide oldu.,['döner ve kavurmali pide'],['FOOD#QUALITY'],['positive']
1110:13,Kavurmali pide için tekrar ugrayacagim.,['Kavurmali pide'],['FOOD#QUALITY'],['positive']
1110:14,Tatlilarda tavuk gögsü gerçekten lezizdi.,['tavuk gögsü'],['FOOD#QUALITY'],['positive']
1110:15,"Irmik helvasinin da tavuk gögsünden eksigi yoktu, sekeri kivamindaydi ve hafifti.","['Irmik helvasinin', 'tavuk gögsünden']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1110:2,Eski zamanlar biraktigimiz gerçek yogurdun tadini yakalayacaksiniz.,['yogurdun'],['FOOD#QUALITY'],['positive']
1110:3,Fiyati da saka gibi.,['Fiyati'],['FOOD#PRICES'],['neutral']
1110:4,3.75 TL.,['Fiyati'],['FOOD#PRICES'],['neutral']
1110:5,Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.,['15-25 TL'ye'],['FOOD#PRICES'],['positive']
1110:6,"Dekorasyon zevkli olmus, özellikle mekanin ortasina konuslanmis bonsai agaç beni benden aldi.","['Dekorasyon', 'bonsai agaç']","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive']"
1110:7,"Evet, bonsai hayraniyim!","['Dekorasyon', 'bonsai agaç']","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive']"
1110:8,Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.,['karsilandik'],['SERVICE#GENERAL'],['positive']
1110:9,Harikasiniz arkadaslar.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1111:0,"Buraya sık geliyorum, leventte çalışanların da çok tercih ettiği bir yer.",['yer'],['RESTAURANT#GENERAL'],['positive']
1111:1,Yemekleri eskiden daha güzeldi özellikle mantısı çok başarılıydı.,"['mantısı', 'Yemekleri']","['FOOD#QUALITY', 'FOOD#QUALITY']","['neutral', 'neutral']"
1111:2,"Ancak her gün çeşit çeşit ev yemeğinin çıkıyor olması çok cazip, ister zeytinyağlılar ister sıcak yemekler insanı her gün fast food yemekten alıkoyuyor.",['ev yemeğinin'],['FOOD#STYLE_OPTIONS'],['positive']
1111:3,"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim.","['Zeytinyağlı tabağı', 'porsiyonu']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['positive', 'positive']"
1112:0,denız kenarı gıbıdır ancak arada bır arsalık mesafe vardır.,"['Zeytinyağlı tabağı', 'porsiyonu']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['positive', 'positive']"
1112:1,ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.,['mekandır'],['AMBIENCE#GENERAL'],['negative']
1112:2,emırgandakı sutısı mumla aratmaktadır.,['mekandır'],['AMBIENCE#GENERAL'],['negative']
1113:0,Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri.,['mekanlardan'],['RESTAURANT#GENERAL'],['positive']
1113:1,Gündüz ayrı gece ayrı olarak değerlendirebilirim.,['mekanlardan'],['RESTAURANT#GENERAL'],['positive']
1113:2,Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim.,['mekanlardan'],['RESTAURANT#GENERAL'],['positive']
1113:3,Bu yüzden tip bırakmayı unutmayın :,['mekanlardan'],['RESTAURANT#GENERAL'],['positive']
1113:4,) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim.,"['NY steak', 'Hamburgeri']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1113:5,İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim.,['kokteylleri'],['DRINKS#QUALITY'],['neutral']
1113:6,Afiyetle!,['NULL'],['FOOD#QUALITY'],['positive']
1114:0,Ben artık happy moons u beğenmiyorum.,['happy moons'],['RESTAURANT#GENERAL'],['negative']
1114:1,Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.,"['çalışanları', 'Servisi', 'yemeklerinden']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'positive', 'negative']"
1114:2,"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem","['NULL', 'çilekli limonatasını']","['RESTAURANT#GENERAL', 'DRINKS#QUALITY']","['negative', 'positive']"
1115:0,Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,"['mekan', 'manzara ve konum']","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","['negative', 'positive']"
1115:1,Zaman kaybı!,['NULL'],['RESTAURANT#GENERAL'],['negative']
1116:0,Yemekleri fena degil.,['Yemekleri'],['FOOD#QUALITY'],['neutral']
1116:1,Ozellikle zeytinyaglilari guzel.,['zeytinyaglilari'],['FOOD#QUALITY'],['positive']
1116:2,Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,['zeytinyagli veya ev yemegivari'],['FOOD#QUALITY'],['positive']
1116:3,Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.,['evlere servis hizmetini'],['SERVICE#GENERAL'],['negative']
1116:4,Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.,['beklemeye'],['SERVICE#GENERAL'],['negative']
1116:5,Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.,['beklemeyi'],['SERVICE#GENERAL'],['negative']
1116:6,En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.,['firinda makarnasi'],['FOOD#QUALITY'],['negative']
1117:0,"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.","['omleti', 'kahvaltı', 'dekorasyonda', 'Manzarasi']","['FOOD#QUALITY', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['negative', 'positive', 'positive', 'positive']"
1117:1,Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,"['süslemeleri', 'kahvaltıya']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive']"
